"ind.code","country","year","variable","value","ind.name","Country"
"21","Poland","2015","Share of employed",0.26369490603265,"Manufacture of pharmaceutical products","Poland
Indicator: Share of employed
Year: 2015
Value: 0.26%"
"21","Poland","2016","Share of employed",0.260675906508223,"Manufacture of pharmaceutical products","Poland
Indicator: Share of employed
Year: 2016
Value: 0.26%"
"21","Poland","2017","Share of employed",0.248701348580756,"Manufacture of pharmaceutical products","Poland
Indicator: Share of employed
Year: 2017
Value: 0.25%"
"21","Poland","2018","Share of employed",0.250036016688448,"Manufacture of pharmaceutical products","Poland
Indicator: Share of employed
Year: 2018
Value: 0.25%"
"21","Poland","2019","Share of employed",0.267364204148747,"Manufacture of pharmaceutical products","Poland
Indicator: Share of employed
Year: 2019
Value: 0.27%"
"21","Portugal","2008","Share of employed",0.321451211285757,"Manufacture of pharmaceutical products","Portugal
Indicator: Share of employed
Year: 2008
Value: 0.32%"
"21","Portugal","2009","Share of employed",0.263361434209353,"Manufacture of pharmaceutical products","Portugal
Indicator: Share of employed
Year: 2009
Value: 0.26%"
"21","Portugal","2010","Share of employed",0.165116308077662,"Manufacture of pharmaceutical products","Portugal
Indicator: Share of employed
Year: 2010
Value: 0.17%"
"21","Portugal","2011","Share of employed",0.211634539004861,"Manufacture of pharmaceutical products","Portugal
Indicator: Share of employed
Year: 2011
Value: 0.21%"
"21","Portugal","2012","Share of employed",0.159754446432413,"Manufacture of pharmaceutical products","Portugal
Indicator: Share of employed
Year: 2012
Value: 0.16%"
"21","Portugal","2013","Share of employed",0.247240170757185,"Manufacture of pharmaceutical products","Portugal
Indicator: Share of employed
Year: 2013
Value: 0.25%"
"21","Portugal","2014","Share of employed",0.144890843149406,"Manufacture of pharmaceutical products","Portugal
Indicator: Share of employed
Year: 2014
Value: 0.14%"
"21","Portugal","2015","Share of employed",0.218015385508968,"Manufacture of pharmaceutical products","Portugal
Indicator: Share of employed
Year: 2015
Value: 0.22%"
"21","Portugal","2016","Share of employed",0.190109221928012,"Manufacture of pharmaceutical products","Portugal
Indicator: Share of employed
Year: 2016
Value: 0.19%"
"21","Portugal","2017","Share of employed",0.170402552115327,"Manufacture of pharmaceutical products","Portugal
Indicator: Share of employed
Year: 2017
Value: 0.17%"
"21","Portugal","2018","Share of employed",0.167739012373457,"Manufacture of pharmaceutical products","Portugal
Indicator: Share of employed
Year: 2018
Value: 0.17%"
"21","Portugal","2019","Share of employed",0.192601957453992,"Manufacture of pharmaceutical products","Portugal
Indicator: Share of employed
Year: 2019
Value: 0.19%"
"21","Palestinian Territories","2012","Share of employed",0.19883949138378,"Manufacture of pharmaceutical products","Palestinian Territories
Indicator: Share of employed
Year: 2012
Value: 0.2%"
"21","Palestinian Territories","2013","Share of employed",0.115318698055362,"Manufacture of pharmaceutical products","Palestinian Territories
Indicator: Share of employed
Year: 2013
Value: 0.12%"
"21","Palestinian Territories","2014","Share of employed",0.0830736162028072,"Manufacture of pharmaceutical products","Palestinian Territories
Indicator: Share of employed
Year: 2014
Value: 0.08%"
"21","Palestinian Territories","2015","Share of employed",0.0946208646704166,"Manufacture of pharmaceutical products","Palestinian Territories
Indicator: Share of employed
Year: 2015
Value: 0.09%"
"21","Palestinian Territories","2016","Share of employed",0.124378983091397,"Manufacture of pharmaceutical products","Palestinian Territories
Indicator: Share of employed
Year: 2016
Value: 0.12%"
"21","Palestinian Territories","2017","Share of employed",0.046567428223656,"Manufacture of pharmaceutical products","Palestinian Territories
Indicator: Share of employed
Year: 2017
Value: 0.05%"
"21","Palestinian Territories","2018","Share of employed",0.0671612401277476,"Manufacture of pharmaceutical products","Palestinian Territories
Indicator: Share of employed
Year: 2018
Value: 0.07%"
"21","Palestinian Territories","2019","Share of employed",0.064213148184765,"Manufacture of pharmaceutical products","Palestinian Territories
Indicator: Share of employed
Year: 2019
Value: 0.06%"
"21","Romania","2008","Share of employed",0.101500437255477,"Manufacture of pharmaceutical products","Romania
Indicator: Share of employed
Year: 2008
Value: 0.1%"
"21","Romania","2009","Share of employed",0.0956838890346436,"Manufacture of pharmaceutical products","Romania
Indicator: Share of employed
Year: 2009
Value: 0.1%"
"21","Romania","2010","Share of employed",0.0860902730696831,"Manufacture of pharmaceutical products","Romania
Indicator: Share of employed
Year: 2010
Value: 0.09%"
"21","Romania","2011","Share of employed",0.0842187314639612,"Manufacture of pharmaceutical products","Romania
Indicator: Share of employed
Year: 2011
Value: 0.08%"
"21","Romania","2012","Share of employed",0.0866363235584234,"Manufacture of pharmaceutical products","Romania
Indicator: Share of employed
Year: 2012
Value: 0.09%"
"21","Romania","2013","Share of employed",0.116336937729852,"Manufacture of pharmaceutical products","Romania
Indicator: Share of employed
Year: 2013
Value: 0.12%"
"21","Romania","2014","Share of employed",0.116537047228548,"Manufacture of pharmaceutical products","Romania
Indicator: Share of employed
Year: 2014
Value: 0.12%"
"21","Romania","2015","Share of employed",0.101099112500647,"Manufacture of pharmaceutical products","Romania
Indicator: Share of employed
Year: 2015
Value: 0.1%"
"21","Romania","2016","Share of employed",0.100693882808152,"Manufacture of pharmaceutical products","Romania
Indicator: Share of employed
Year: 2016
Value: 0.1%"
"21","Romania","2017","Share of employed",0.087212414301618,"Manufacture of pharmaceutical products","Romania
Indicator: Share of employed
Year: 2017
Value: 0.09%"
"21","Romania","2018","Share of employed",0.0833108995655081,"Manufacture of pharmaceutical products","Romania
Indicator: Share of employed
Year: 2018
Value: 0.08%"
"21","Romania","2019","Share of employed",0.109491264338515,"Manufacture of pharmaceutical products","Romania
Indicator: Share of employed
Year: 2019
Value: 0.11%"
"21","El Salvador","2010","Share of employed",0.359972313029555,"Manufacture of pharmaceutical products","El Salvador
Indicator: Share of employed
Year: 2010
Value: 0.36%"
"21","El Salvador","2011","Share of employed",0.24324536925531,"Manufacture of pharmaceutical products","El Salvador
Indicator: Share of employed
Year: 2011
Value: 0.24%"
"21","El Salvador","2012","Share of employed",0.375764608889488,"Manufacture of pharmaceutical products","El Salvador
Indicator: Share of employed
Year: 2012
Value: 0.38%"
"21","El Salvador","2013","Share of employed",0.328882942696102,"Manufacture of pharmaceutical products","El Salvador
Indicator: Share of employed
Year: 2013
Value: 0.33%"
"21","El Salvador","2014","Share of employed",0.338869974531804,"Manufacture of pharmaceutical products","El Salvador
Indicator: Share of employed
Year: 2014
Value: 0.34%"
"21","El Salvador","2015","Share of employed",0.276262152085164,"Manufacture of pharmaceutical products","El Salvador
Indicator: Share of employed
Year: 2015
Value: 0.28%"
"21","El Salvador","2016","Share of employed",0.274035695413707,"Manufacture of pharmaceutical products","El Salvador
Indicator: Share of employed
Year: 2016
Value: 0.27%"
"21","El Salvador","2017","Share of employed",0.207769066027541,"Manufacture of pharmaceutical products","El Salvador
Indicator: Share of employed
Year: 2017
Value: 0.21%"
"21","El Salvador","2018","Share of employed",0.203747620160994,"Manufacture of pharmaceutical products","El Salvador
Indicator: Share of employed
Year: 2018
Value: 0.2%"
"21","El Salvador","2019","Share of employed",0.171144961546456,"Manufacture of pharmaceutical products","El Salvador
Indicator: Share of employed
Year: 2019
Value: 0.17%"
"21","Serbia","2011","Share of employed",0.414719702383525,"Manufacture of pharmaceutical products","Serbia
Indicator: Share of employed
Year: 2011
Value: 0.41%"
"21","Serbia","2012","Share of employed",0.454977513240218,"Manufacture of pharmaceutical products","Serbia
Indicator: Share of employed
Year: 2012
Value: 0.45%"
"21","Serbia","2013","Share of employed",0.429325504769601,"Manufacture of pharmaceutical products","Serbia
Indicator: Share of employed
Year: 2013
Value: 0.43%"
"21","Serbia","2014","Share of employed",0.296428095377975,"Manufacture of pharmaceutical products","Serbia
Indicator: Share of employed
Year: 2014
Value: 0.3%"
"21","Serbia","2015","Share of employed",0.312754597734996,"Manufacture of pharmaceutical products","Serbia
Indicator: Share of employed
Year: 2015
Value: 0.31%"
"21","Serbia","2016","Share of employed",0.238655340062164,"Manufacture of pharmaceutical products","Serbia
Indicator: Share of employed
Year: 2016
Value: 0.24%"
"21","Serbia","2017","Share of employed",0.254832567199177,"Manufacture of pharmaceutical products","Serbia
Indicator: Share of employed
Year: 2017
Value: 0.25%"
"21","Serbia","2018","Share of employed",0.307464839065539,"Manufacture of pharmaceutical products","Serbia
Indicator: Share of employed
Year: 2018
Value: 0.31%"
"21","Serbia","2019","Share of employed",0.390711692874575,"Manufacture of pharmaceutical products","Serbia
Indicator: Share of employed
Year: 2019
Value: 0.39%"
"21","Slovakia","2008","Share of employed",0.153631921911101,"Manufacture of pharmaceutical products","Slovakia
Indicator: Share of employed
Year: 2008
Value: 0.15%"
"21","Slovakia","2009","Share of employed",0.0957773651259755,"Manufacture of pharmaceutical products","Slovakia
Indicator: Share of employed
Year: 2009
Value: 0.1%"
"21","Slovakia","2010","Share of employed",0.0641341467319201,"Manufacture of pharmaceutical products","Slovakia
Indicator: Share of employed
Year: 2010
Value: 0.06%"
"21","Slovakia","2011","Share of employed",0.0918406628421895,"Manufacture of pharmaceutical products","Slovakia
Indicator: Share of employed
Year: 2011
Value: 0.09%"
"21","Slovakia","2012","Share of employed",0.106382220463498,"Manufacture of pharmaceutical products","Slovakia
Indicator: Share of employed
Year: 2012
Value: 0.11%"
"21","Slovakia","2013","Share of employed",0.0868605998138284,"Manufacture of pharmaceutical products","Slovakia
Indicator: Share of employed
Year: 2013
Value: 0.09%"
"21","Slovakia","2014","Share of employed",0.118765906072567,"Manufacture of pharmaceutical products","Slovakia
Indicator: Share of employed
Year: 2014
Value: 0.12%"
"21","Slovakia","2015","Share of employed",0.0887253463524898,"Manufacture of pharmaceutical products","Slovakia
Indicator: Share of employed
Year: 2015
Value: 0.09%"
"21","Slovakia","2016","Share of employed",0.0977642467594627,"Manufacture of pharmaceutical products","Slovakia
Indicator: Share of employed
Year: 2016
Value: 0.1%"
"21","Slovakia","2017","Share of employed",0.172143863650553,"Manufacture of pharmaceutical products","Slovakia
Indicator: Share of employed
Year: 2017
Value: 0.17%"
"21","Slovakia","2018","Share of employed",0.164656629584803,"Manufacture of pharmaceutical products","Slovakia
Indicator: Share of employed
Year: 2018
Value: 0.16%"
"21","Slovakia","2019","Share of employed",0.219051822796036,"Manufacture of pharmaceutical products","Slovakia
Indicator: Share of employed
Year: 2019
Value: 0.22%"
"21","Slovenia","2008","Share of employed",0.768848586371708,"Manufacture of pharmaceutical products","Slovenia
Indicator: Share of employed
Year: 2008
Value: 0.77%"
"21","Slovenia","2009","Share of employed",0.844186396062571,"Manufacture of pharmaceutical products","Slovenia
Indicator: Share of employed
Year: 2009
Value: 0.84%"
"21","Slovenia","2010","Share of employed",0.965258539046503,"Manufacture of pharmaceutical products","Slovenia
Indicator: Share of employed
Year: 2010
Value: 0.97%"
"21","Slovenia","2011","Share of employed",0.904264660451296,"Manufacture of pharmaceutical products","Slovenia
Indicator: Share of employed
Year: 2011
Value: 0.9%"
"21","Slovenia","2012","Share of employed",0.998385639389316,"Manufacture of pharmaceutical products","Slovenia
Indicator: Share of employed
Year: 2012
Value: 1%"
"21","Slovenia","2013","Share of employed",1.14155614061232,"Manufacture of pharmaceutical products","Slovenia
Indicator: Share of employed
Year: 2013
Value: 1.14%"
"21","Slovenia","2014","Share of employed",1.10946717322207,"Manufacture of pharmaceutical products","Slovenia
Indicator: Share of employed
Year: 2014
Value: 1.11%"
"21","Slovenia","2015","Share of employed",1.38212054713235,"Manufacture of pharmaceutical products","Slovenia
Indicator: Share of employed
Year: 2015
Value: 1.38%"
"21","Slovenia","2016","Share of employed",1.29122396552248,"Manufacture of pharmaceutical products","Slovenia
Indicator: Share of employed
Year: 2016
Value: 1.29%"
"21","Slovenia","2017","Share of employed",1.31112665347929,"Manufacture of pharmaceutical products","Slovenia
Indicator: Share of employed
Year: 2017
Value: 1.31%"
"21","Slovenia","2018","Share of employed",1.37859406675613,"Manufacture of pharmaceutical products","Slovenia
Indicator: Share of employed
Year: 2018
Value: 1.38%"
"21","Slovenia","2019","Share of employed",1.66685850759563,"Manufacture of pharmaceutical products","Slovenia
Indicator: Share of employed
Year: 2019
Value: 1.67%"
"21","Sweden","2008","Share of employed",0.19826863305269,"Manufacture of pharmaceutical products","Sweden
Indicator: Share of employed
Year: 2008
Value: 0.2%"
"21","Ireland","2010","Share of employed",1.72688141799108,"Manufacture of pharmaceutical products","Ireland
Indicator: Share of employed
Year: 2010
Value: 1.73%"
"21","Ireland","2011","Share of employed",1.70023547954261,"Manufacture of pharmaceutical products","Ireland
Indicator: Share of employed
Year: 2011
Value: 1.7%"
"21","Ireland","2012","Share of employed",1.64013644493877,"Manufacture of pharmaceutical products","Ireland
Indicator: Share of employed
Year: 2012
Value: 1.64%"
"21","Ireland","2013","Share of employed",1.7807129663804,"Manufacture of pharmaceutical products","Ireland
Indicator: Share of employed
Year: 2013
Value: 1.78%"
"21","Ireland","2014","Share of employed",1.7083709315828,"Manufacture of pharmaceutical products","Ireland
Indicator: Share of employed
Year: 2014
Value: 1.71%"
"21","Ireland","2015","Share of employed",1.86214666857203,"Manufacture of pharmaceutical products","Ireland
Indicator: Share of employed
Year: 2015
Value: 1.86%"
"21","Ireland","2016","Share of employed",2.02034139063661,"Manufacture of pharmaceutical products","Ireland
Indicator: Share of employed
Year: 2016
Value: 2.02%"
"21","Ireland","2017","Share of employed",1.87912104840356,"Manufacture of pharmaceutical products","Ireland
Indicator: Share of employed
Year: 2017
Value: 1.88%"
"21","Ireland","2018","Share of employed",1.8203136593069,"Manufacture of pharmaceutical products","Ireland
Indicator: Share of employed
Year: 2018
Value: 1.82%"
"21","Ireland","2019","Share of employed",1.84458242771318,"Manufacture of pharmaceutical products","Ireland
Indicator: Share of employed
Year: 2019
Value: 1.84%"
"21","Iceland","2008","Share of employed",0.357570688127309,"Manufacture of pharmaceutical products","Iceland
Indicator: Share of employed
Year: 2008
Value: 0.36%"
"21","Iceland","2009","Share of employed",0.481787540657779,"Manufacture of pharmaceutical products","Iceland
Indicator: Share of employed
Year: 2009
Value: 0.48%"
"21","Iceland","2010","Share of employed",0.404983352427216,"Manufacture of pharmaceutical products","Iceland
Indicator: Share of employed
Year: 2010
Value: 0.4%"
"21","Iceland","2011","Share of employed",0.446674402435924,"Manufacture of pharmaceutical products","Iceland
Indicator: Share of employed
Year: 2011
Value: 0.45%"
"21","Iceland","2012","Share of employed",0.36063863115751,"Manufacture of pharmaceutical products","Iceland
Indicator: Share of employed
Year: 2012
Value: 0.36%"
"21","Iceland","2013","Share of employed",0.314372648771401,"Manufacture of pharmaceutical products","Iceland
Indicator: Share of employed
Year: 2013
Value: 0.31%"
"21","Iceland","2014","Share of employed",0.31765335134983,"Manufacture of pharmaceutical products","Iceland
Indicator: Share of employed
Year: 2014
Value: 0.32%"
"21","Iceland","2016","Share of employed",0.317361817672092,"Manufacture of pharmaceutical products","Iceland
Indicator: Share of employed
Year: 2016
Value: 0.32%"
"21","Iceland","2017","Share of employed",0.169744784512839,"Manufacture of pharmaceutical products","Iceland
Indicator: Share of employed
Year: 2017
Value: 0.17%"
"21","Israel","2012","Share of employed",0.485175459850695,"Manufacture of pharmaceutical products","Israel
Indicator: Share of employed
Year: 2012
Value: 0.49%"
"21","Israel","2013","Share of employed",0.455988644958429,"Manufacture of pharmaceutical products","Israel
Indicator: Share of employed
Year: 2013
Value: 0.46%"
"21","Israel","2014","Share of employed",0.488794765679585,"Manufacture of pharmaceutical products","Israel
Indicator: Share of employed
Year: 2014
Value: 0.49%"
"21","Israel","2015","Share of employed",0.443734001411249,"Manufacture of pharmaceutical products","Israel
Indicator: Share of employed
Year: 2015
Value: 0.44%"
"21","Israel","2016","Share of employed",0.432694959698667,"Manufacture of pharmaceutical products","Israel
Indicator: Share of employed
Year: 2016
Value: 0.43%"
"21","Israel","2017","Share of employed",0.425009283935186,"Manufacture of pharmaceutical products","Israel
Indicator: Share of employed
Year: 2017
Value: 0.43%"
"21","Italy","2008","Share of employed",0.369206217113775,"Manufacture of pharmaceutical products","Italy
Indicator: Share of employed
Year: 2008
Value: 0.37%"
"21","Italy","2009","Share of employed",0.377816485004722,"Manufacture of pharmaceutical products","Italy
Indicator: Share of employed
Year: 2009
Value: 0.38%"
"21","Italy","2010","Share of employed",0.35776991037696,"Manufacture of pharmaceutical products","Italy
Indicator: Share of employed
Year: 2010
Value: 0.36%"
"21","Italy","2011","Share of employed",0.361686508200874,"Manufacture of pharmaceutical products","Italy
Indicator: Share of employed
Year: 2011
Value: 0.36%"
"21","Italy","2012","Share of employed",0.359359682757717,"Manufacture of pharmaceutical products","Italy
Indicator: Share of employed
Year: 2012
Value: 0.36%"
"21","Italy","2013","Share of employed",0.373165851479031,"Manufacture of pharmaceutical products","Italy
Indicator: Share of employed
Year: 2013
Value: 0.37%"
"21","Italy","2014","Share of employed",0.370372134203705,"Manufacture of pharmaceutical products","Italy
Indicator: Share of employed
Year: 2014
Value: 0.37%"
"21","Italy","2015","Share of employed",0.387128225326456,"Manufacture of pharmaceutical products","Italy
Indicator: Share of employed
Year: 2015
Value: 0.39%"
"21","Italy","2016","Share of employed",0.412524253127967,"Manufacture of pharmaceutical products","Italy
Indicator: Share of employed
Year: 2016
Value: 0.41%"
"21","Italy","2017","Share of employed",0.396055525217964,"Manufacture of pharmaceutical products","Italy
Indicator: Share of employed
Year: 2017
Value: 0.4%"
"21","Italy","2018","Share of employed",0.387005810557771,"Manufacture of pharmaceutical products","Italy
Indicator: Share of employed
Year: 2018
Value: 0.39%"
"21","Italy","2019","Share of employed",0.432873193003907,"Manufacture of pharmaceutical products","Italy
Indicator: Share of employed
Year: 2019
Value: 0.43%"
"21","Sri Lanka","2013","Share of employed",0.0487163830719696,"Manufacture of pharmaceutical products","Sri Lanka
Indicator: Share of employed
Year: 2013
Value: 0.05%"
"21","Sri Lanka","2014","Share of employed",0.0377859095840596,"Manufacture of pharmaceutical products","Sri Lanka
Indicator: Share of employed
Year: 2014
Value: 0.04%"
"21","Sri Lanka","2015","Share of employed",0.0368881208336692,"Manufacture of pharmaceutical products","Sri Lanka
Indicator: Share of employed
Year: 2015
Value: 0.04%"
"21","Sri Lanka","2016","Share of employed",0.0412132698449758,"Manufacture of pharmaceutical products","Sri Lanka
Indicator: Share of employed
Year: 2016
Value: 0.04%"
"21","Sri Lanka","2017","Share of employed",0.0360859585563609,"Manufacture of pharmaceutical products","Sri Lanka
Indicator: Share of employed
Year: 2017
Value: 0.04%"
"21","Sri Lanka","2018","Share of employed",0.0840643880886954,"Manufacture of pharmaceutical products","Sri Lanka
Indicator: Share of employed
Year: 2018
Value: 0.08%"
"21","Latvia","2008","Share of employed",0.197274051964095,"Manufacture of pharmaceutical products","Latvia
Indicator: Share of employed
Year: 2008
Value: 0.2%"
"21","Latvia","2009","Share of employed",0.267483540257643,"Manufacture of pharmaceutical products","Latvia
Indicator: Share of employed
Year: 2009
Value: 0.27%"
"21","Latvia","2010","Share of employed",0.278979934063777,"Manufacture of pharmaceutical products","Latvia
Indicator: Share of employed
Year: 2010
Value: 0.28%"
"21","Latvia","2011","Share of employed",0.152105597613666,"Manufacture of pharmaceutical products","Latvia
Indicator: Share of employed
Year: 2011
Value: 0.15%"
"21","Latvia","2012","Share of employed",0.225746781934913,"Manufacture of pharmaceutical products","Latvia
Indicator: Share of employed
Year: 2012
Value: 0.23%"
"21","Latvia","2013","Share of employed",0.262427464111439,"Manufacture of pharmaceutical products","Latvia
Indicator: Share of employed
Year: 2013
Value: 0.26%"
"21","Latvia","2014","Share of employed",0.2167559652259,"Manufacture of pharmaceutical products","Latvia
Indicator: Share of employed
Year: 2014
Value: 0.22%"
"21","Latvia","2015","Share of employed",0.219168096428159,"Manufacture of pharmaceutical products","Latvia
Indicator: Share of employed
Year: 2015
Value: 0.22%"
"21","Latvia","2016","Share of employed",0.326804738954178,"Manufacture of pharmaceutical products","Latvia
Indicator: Share of employed
Year: 2016
Value: 0.33%"
